added?,index,gauge_addr,gauge_type,_weight,_pid,_masterChef,_chainId,_boostMultiplier,_maxVoteCap,,name check,,,,,,,,,,,,,,,,
FALSE,136,0x5e3fe73361e9ef3706dd4cbdfc6067278c22c769,1,0,36,0x735C0C6007307beFEC8Cb44112706d95759F6988,1,100,500,,WOM-USDT,,,,,,,,,,,,,,,,
FALSE,137,0x3fc47be8264e473dd2b3e80d144f9efffc18f438,1,0,37,0x735C0C6007307beFEC8Cb44112706d95759F6989,1,100,500,,CYBER-ETH,,,,,,,,,,,,,,,,
FALSE,138,0xea9b2d7ff9ae446ec067e50df7c09f1dd055bb71,1,0,38,0x735C0C6007307beFEC8Cb44112706d95759F6990,1,100,0,,WOO-ETH,,,,,,,,,,,,,,,,
FALSE,139,0x4d4c8f2f30e0224889ab578283a844e10b57e0f8,1,0,41,0x735C0C6007307beFEC8Cb44112706d95759F6991,1,100,500,,ETHx-ETH,,,,,,,,,,,,,,,,
FALSE,140,0x73b9aDC00794260616C51C41997cE0245b3FA012,1,0,42,0x735C0C6007307beFEC8Cb44112706d95759F6992,1,100,500,,MEME-ETH,,,,,,,,,,,,,,,,
FALSE,141,0x3a1b97Fc25fA45832F588ED3bFb2A0f74ddBD4F8,1,0,43,0x735C0C6007307beFEC8Cb44112706d95759F6993,1,100,500,,wstETH-ETH,,,,,,,,,,,,,,,,
FALSE,142,0x3a2195f4760e89e5b753fd3521a236b6a9f72ebb,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6994,1,100,500,,BTRFLY-ETH,,,,,,,,,,,,,,,,
FALSE,143,0x4689e3c91036437a46a6c8b62157f58210ba67a7,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6995,1,100,500,,SDT-ETH,,,,,,,,,,,,,,,,
FALSE,144,0x6fab6cedf26f9bf03448fe835b674be1cff0e8bb,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F6996,1,100,500,,agEUR-USDC,,,,,,,,,,,,,,,,
FALSE,145,0xd9e2a1a61b6e61b275cec326465d417e52c1b95c,1,0,1,0x735C0C6007307beFEC8Cb44112706d95759F6997,42161,100,0,,WETH-USDC,,,,,,,,,,,,,,,,
FALSE,146,0x0bacc7a9717e70ea0da5ac075889bd87d4c81197,1,0,2,0x735C0C6007307beFEC8Cb44112706d95759F6998,42161,100,0,,WETH-USDT,,,,,,,,,,,,,,,,
FALSE,147,0x0d7c4b40018969f81750d0a164c3839a77353EFB,1,0,3,0x735C0C6007307beFEC8Cb44112706d95759F6999,42161,100,500,,WETH-ARB,,,,,,,,,,,,,,,,
FALSE,148,0x7e928afb59f5de9d2f4d162f754c6eb40c88aa8e,1,0,4,0x735C0C6007307beFEC8Cb44112706d95759F7000,42161,100,0,,USDC-USDT,,,,,,,,,,,,,,,,
FALSE,149,0xf5fac36c2429e1cf84d4abacdb18477ef32589c9,1,0,5,0x735C0C6007307beFEC8Cb44112706d95759F7001,42161,100,500,,CAKE-WETH,,,,,,,,,,,,,,,,
FALSE,150,0xd58522653d3f368d76d453bc4c80cd7fb36ac786,1,0,6,0x735C0C6007307beFEC8Cb44112706d95759F7002,42161,100,0,,LVL-ETH,,,,,,,,,,,,,,,,
FALSE,151,0x5e3c3a063cc9a4aeb5310c7fadc2a98aebdd245d,1,0,7,0x735C0C6007307beFEC8Cb44112706d95759F7003,42161,100,0,,MGP-ETH,,,,,,,,,,,,,,,,
FALSE,152,0x9ffca51d23ac7f7df82da414865ef1055e5afcc3,1,0,8,0x735C0C6007307beFEC8Cb44112706d95759F7004,42161,100,500,,ARB-USDC,,,,,,,,,,,,,,,,
FALSE,153,0x81d1cc282e9a097115e59f67b9d81d4d1d00ac51,1,0,9,0x735C0C6007307beFEC8Cb44112706d95759F7005,42161,100,500,,ARB-USDT,,,,,,,,,,,,,,,,
FALSE,154,0x54076c901d4fdf76c1fa1f77fafc3fc1022adbe5,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7006,42161,100,500,,WBTC-ETH,,,,,,,,,,,,,,,,
FALSE,155,0xd5d1f85e65ce58a4782852f4a845b1d6ca71f1a2,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7007,42161,100,500,,USDC-DAI,,,,,,,,,,,,,,,,
FALSE,156,0x3ffca56a99f477dd57a4a5d8799f4da613c9956b,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7008,42161,100,500,,axlUSDC-USDT,,,,,,,,,,,,,,,,
FALSE,157,0xf3d0d1d3788fbd1f327149d30a4eb7744861f05d,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7009,42161,100,500,,STG-ETH,,,,,,,,,,,,,,,,
FALSE,158,0x7767fbfd90b557dc56554058e7c05c9faa600f8f,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7010,42161,100,500,,STG-ARB,,,,,,,,,,,,,,,,
FALSE,159,0x4573ef50dbb79769ef66b1b16dcdb60652884ba6,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7011,42161,100,500,,STG-USDC,,,,,,,,,,,,,,,,
FALSE,160,0x1cb2892038867adfa78ccfc6c3fb89b1da558243,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7012,42161,100,500,,PENDLE-ETH,,,,,,,,,,,,,,,,
FALSE,161,0x0CAA927059CB8db37CEefcB9e18c4FC7Efef9655,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7013,42161,100,500,,RDNT-ETH,,,,,,,,,,,,,,,,
FALSE,162,0xF5BFda16f9E57F0B7a67C57b42407C33C31349B6,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7014,42161,100,500,,GMX-ETH,,,,,,,,,,,,,,,,
FALSE,163,0x46e3faBB9f963f84E9d23Ca2E332A3Ced59604a6,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7015,42161,100,500,,MAGIC-ETH,,,,,,,,,,,,,,,,
FALSE,164,0x3ABBbBb4C254b9327F1a0580BdbCcb51B0b5Fb08,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7016,42161,100,500,,wstETH-ETH,,,,,,,,,,,,,,,,
FALSE,165,0xC75908421566eA77A73B14D9cD0479C568f2B7A7,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7017,42161,100,500,,rETH-ETH,,,,,,,,,,,,,,,,
FALSE,166,0x0Ba3d55678C019B8101061855fe4Ea8D3ECE784f,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7018,42161,100,500,,LINK-WETH,,,,,,,,,,,,,,,,
FALSE,167,0xb901fc9D0D31C9A15DB69C616D31e19fF39b0df6,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7019,42161,100,500,,stEUR-USDC,,,,,,,,,,,,,,,,
FALSE,168,0xc9057e7b625d293c0e308ce344357e2d23174ce6,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7020,42161,100,500,,KUJI-ETH,,,,,,,,,,,,,,,,
FALSE,169,0xba339883104bf9d1e894e1640e21e261bcace6dd,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7021,42161,100,500,,KUJI-USDC,,,,,,,,,,,,,,,,
FALSE,170,0x98cffce9a35132a42da9582cced57db98c07a690,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7022,42161,100,500,,DMT-USDC,,,,,,,,,,,,,,,,
FALSE,171,0x6a23ec7a203f546d7d62fa667a652ec55197ea6f,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7023,42161,100,500,,LINK-USDC,,,,,,,,,,,,,,,,
FALSE,172,0x278566f0ad52fbf36eb4ba16d2171ed6e6e84e8a,1,0,0,0x735C0C6007307beFEC8Cb44112706d95759F7024,42161,100,500,,EQB-ETH,,,,,,,,,,,,,,,,
